Entry	Gene Names	Protein names	Subcellular location [CC]
P33527	ABCC1 MRP MRP1	Multidrug resistance-associated protein 1 (EC 7.6.2.2) (ATP-binding cassette sub-family C member 1) (Glutathione-S-conjugate-translocating ATPase ABCC1) (EC 7.6.2.3) (Leukotriene C(4) transporter) (LTC4 transporter)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:16230346, ECO:0000269|PubMed:31273342}; Multi-pass membrane protein {ECO:0000255}. Basolateral cell membrane {ECO:0000269|PubMed:9426231}; Multi-pass membrane protein {ECO:0000255}.
P34972	CNR2 CB2A CB2B	Cannabinoid receptor 2 (CB-2) (CB2) (hCB2) (CX5)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein. Cell projection, dendrite {ECO:0000250}. Perikaryon {ECO:0000250}. Note=Localizes to apical dendrite of pyramidal neurons. {ECO:0000250}.
P34981	TRHR	Thyrotropin-releasing hormone receptor (TRH-R) (Thyroliberin receptor)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:26735259}; Multi-pass membrane protein {ECO:0000255}.
P35367	HRH1	Histamine H1 receptor (H1-R) (H1R) (HH1R)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:21697825}; Multi-pass membrane protein {ECO:0000269|PubMed:21697825}.
P35408	PTGER4 PTGER2	Prostaglandin E2 receptor EP4 subtype (PGE receptor EP4 subtype) (PGE2 receptor EP4 subtype) (Prostanoid EP4 receptor)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
P36896	ACVR1B ACVRLK4 ALK4	Activin receptor type-1B (EC 2.7.11.30) (Activin receptor type IB) (ACTR-IB) (Activin receptor-like kinase 4) (ALK-4) (Serine/threonine-protein kinase receptor R2) (SKR2)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}.
P37173	TGFBR2	TGF-beta receptor type-2 (TGFR-2) (EC 2.7.11.30) (TGF-beta type II receptor) (Transforming growth factor-beta receptor type II) (TGF-beta receptor type II) (TbetaR-II)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:1310899, ECO:0000269|PubMed:25893292}; Single-pass type I membrane protein {ECO:0000269|PubMed:1310899}. Membrane raft {ECO:0000269|PubMed:25893292}.; SUBCELLULAR LOCATION: [Isoform 3]: Secreted {ECO:0000269|PubMed:34568316}.
P40879	SLC26A3 DRA	Chloride anion exchanger (Down-regulated in adenoma) (Protein DRA) (Solute carrier family 26 member 3)	SUBCELLULAR LOCATION: Apical cell membrane {ECO:0000269|PubMed:22159084}; Multi-pass membrane protein {ECO:0000255}. Membrane {ECO:0000250|UniProtKB:Q9WVC8}; Multi-pass membrane protein {ECO:0000255}. Cell membrane {ECO:0000269|PubMed:19321737, ECO:0000269|PubMed:22627094}; Multi-pass membrane protein {ECO:0000255}. Note=Localized in sperm membranes. Midpiece of sperm tail. Colocalizes with CFTR at the midpiece of sperm tail (By similarity). {ECO:0000250|UniProtKB:Q9WVC8}.
P41595	HTR2B	5-hydroxytryptamine receptor 2B (5-HT-2B) (5-HT2B) (Serotonin receptor 2B)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:12970106, ECO:0000269|PubMed:23519210, ECO:0000269|PubMed:23519215, ECO:0000269|PubMed:28129538, ECO:0000269|PubMed:7926008, ECO:0000269|PubMed:8078486, ECO:0000269|PubMed:8143856}; Multi-pass membrane protein {ECO:0000269|PubMed:23519215, ECO:0000269|PubMed:24357322, ECO:0000269|PubMed:28129538}. Synapse, synaptosome {ECO:0000250|UniProtKB:Q02152}.
P43116	PTGER2	Prostaglandin E2 receptor EP2 subtype (PGE receptor EP2 subtype) (PGE2 receptor EP2 subtype) (Prostanoid EP2 receptor)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
P43220	GLP1R	Glucagon-like peptide 1 receptor (GLP-1 receptor) (GLP-1-R) (GLP-1R)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:19861722, ECO:0000269|PubMed:26308095, ECO:0000269|PubMed:27196125, ECO:0000269|PubMed:28514449, ECO:0000269|PubMed:7517895, ECO:0000269|PubMed:8216285, ECO:0000269|PubMed:8405712}; Multi-pass membrane protein {ECO:0000269|PubMed:28514449}.
P43626	KIR2DL1 CD158A NKAT1	Killer cell immunoglobulin-like receptor 2DL1 (CD158 antigen-like family member A) (Natural killer-associated transcript 1) (NKAT-1) (p58 natural killer cell receptor clones CL-42/47.11) (p58 NK receptor CL-42/47.11) (p58.1 MHC class-I-specific NK receptor) (CD antigen CD158a)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:18624290}; Single-pass type I membrane protein.
P48065	SLC6A12 BGT1	Sodium- and chloride-dependent betaine transporter (BGT-1) (Na(+)/Cl(-) betaine/GABA transporter) (Solute carrier family 6 member 12)	SUBCELLULAR LOCATION: Basolateral cell membrane {ECO:0000250|UniProtKB:P31651}; Multi-pass membrane protein {ECO:0000255}. Cell membrane {ECO:0000250|UniProtKB:P31651}; Multi-pass membrane protein {ECO:0000255}. Note=In kidney, locates in basolateral membranes of renal medulla. In liver, locates in hepatocytes cell membrane. {ECO:0000250|UniProtKB:P31651}.
P48146	NPBWR2 GPR8	Neuropeptides B/W receptor type 2 (G-protein coupled receptor 8)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
P48751	SLC4A3 AE3	Anion exchange protein 3 (AE 3) (Anion exchanger 3) (CAE3/BAE3) (Cardiac/brain band 3-like protein) (Neuronal band 3-like protein) (Solute carrier family 4 member 3)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:29167417}; Multi-pass membrane protein {ECO:0000255}.; SUBCELLULAR LOCATION: [Isoform CAE3]: Cell membrane {ECO:0000305|PubMed:7923606}; Multi-pass membrane protein {ECO:0000255}.
P50052	AGTR2	Type-2 angiotensin II receptor (Angiotensin II type-2 receptor) (AT2 receptor)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:P35374}; Multi-pass membrane protein {ECO:0000269|PubMed:28379944, ECO:0000269|PubMed:29967536, ECO:0000269|PubMed:31899086, ECO:0000269|PubMed:32669569}.
P50443	SLC26A2 DTD DTDST	Sulfate transporter (Diastrophic dysplasia protein) (Solute carrier family 26 member 2)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:15294877, ECO:0000269|PubMed:7923357}; Multi-pass membrane protein {ECO:0000255}. Apical cell membrane {ECO:0000250|UniProtKB:O70531}; Multi-pass membrane protein {ECO:0000255}.
P51788	CLCN2	Chloride channel protein 2 (ClC-2)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:22405205, ECO:0000269|PubMed:23707145, ECO:0000269|PubMed:29403011, ECO:0000269|PubMed:36964785, ECO:0000269|PubMed:38345841}; Multi-pass membrane protein {ECO:0000255}. Basolateral cell membrane {ECO:0000269|PubMed:16155254}; Multi-pass membrane protein {ECO:0000255}. Cell projection, dendritic spine membrane {ECO:0000250|UniProtKB:P35525}; Multi-pass membrane protein {ECO:0000255}. Cell projection, axon {ECO:0000250|UniProtKB:P35525}. Note=Sorting to the basolateral membrane is mediated by AP-1 clathrin adapter (PubMed:16155254). Localizes at axon initial segments and dendritic shaft and spikes. Colocalizes with HEPACAM and GFAP at astrocyte end-foot in contact with brain capillaries and other glial cells (By similarity) (PubMed:22405205, PubMed:23707145). {ECO:0000250|UniProtKB:P35525, ECO:0000250|UniProtKB:Q9R0A1, ECO:0000269|PubMed:16155254, ECO:0000269|PubMed:22405205, ECO:0000269|PubMed:23707145}.
P52569	SLC7A2 ATRC2 CAT2	Cationic amino acid transporter 2 (CAT-2) (CAT2) (Low affinity cationic amino acid transporter 2) (Solute carrier family 7 member 2)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:9174363}; Multi-pass membrane protein {ECO:0000269|PubMed:9174363}.
P53708	ITGA8	Integrin alpha-8 [Cleaved into: Integrin alpha-8 heavy chain; Integrin alpha-8 light chain]	SUBCELLULAR LOCATION: Membrane {ECO:0000269|PubMed:24439109}; Single-pass type I membrane protein {ECO:0000269|PubMed:24439109}. Cell membrane {ECO:0000269|PubMed:24439109}.
P53985	SLC16A1 MCT1	Monocarboxylate transporter 1 (MCT 1) (Solute carrier family 16 member 1)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:10921872, ECO:0000269|PubMed:12946269, ECO:0000269|PubMed:15505343, ECO:0000269|PubMed:17127621, ECO:0000269|PubMed:24390345, ECO:0000269|PubMed:25957687}; Multi-pass membrane protein {ECO:0000269|PubMed:33333023}. Basolateral cell membrane {ECO:0000250|UniProtKB:P53987}; Multi-pass membrane protein {ECO:0000269|PubMed:33333023}. Apical cell membrane {ECO:0000269|PubMed:15901598}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P53987}. Note=Expression at the cell surface requires the ancillary proteins BSG and EMB. Binds preferentially to BSG. {ECO:0000269|PubMed:10921872}.
P54753	EPHB3 ETK2 HEK2 TYRO6	Ephrin type-B receptor 3 (EC 2.7.10.1) (EPH-like tyrosine kinase 2) (EPH-like kinase 2) (Embryonic kinase 2) (EK2) (hEK2) (Tyrosine-protein kinase TYRO6)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:15536074}; Single-pass type I membrane protein {ECO:0000269|PubMed:15536074}. Cell projection, dendrite {ECO:0000250}.
P55017	SLC12A3 NCC TSC	Solute carrier family 12 member 3 (Na-Cl cotransporter) (NCC) (Na-Cl symporter) (Thiazide-sensitive sodium-chloride cotransporter)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:22009145, ECO:0000269|PubMed:36370249}; Multi-pass membrane protein {ECO:0000269|PubMed:36351028, ECO:0000269|PubMed:36792826}. Apical cell membrane {ECO:0000250|UniProtKB:P59158}; Multi-pass membrane protein {ECO:0000269|PubMed:36351028, ECO:0000269|PubMed:36792826}.
P55085	F2RL1 GPR11 PAR2	Proteinase-activated receptor 2 (PAR-2) (Coagulation factor II receptor-like 1) (G-protein coupled receptor 11) (Thrombin receptor-like 1) [Cleaved into: Proteinase-activated receptor 2, alternate cleaved 1; Proteinase-activated receptor 2, alternate cleaved 2]	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
P55285	CDH6	Cadherin-6 (Kidney cadherin) (K-cadherin)	SUBCELLULAR LOCATION: Cell membrane; Single-pass type I membrane protein.
P55291	CDH15 CDH14 CDH3	Cadherin-15 (Cadherin-14) (Muscle cadherin) (M-cadherin)	SUBCELLULAR LOCATION: Cell membrane; Single-pass type I membrane protein.
P56373	P2RX3	P2X purinoceptor 3 (P2X3) (ATP receptor) (Purinergic receptor)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:27626375}; Multi-pass membrane protein {ECO:0000269|PubMed:27626375}. Note=Localizes to neuronal cell body of sensory neurons. {ECO:0000250|UniProtKB:P49654}.
P56750	CLDN17 UNQ758/PRO1489	Claudin-17	SUBCELLULAR LOCATION: Cell junction, tight junction {ECO:0000269|PubMed:22402829, ECO:0000269|PubMed:26194246}. Basolateral cell membrane {ECO:0000269|PubMed:20375010}; Multi-pass membrane protein {ECO:0000255}.
P56856	CLDN18 UNQ778/PRO1572	Claudin-18	SUBCELLULAR LOCATION: Cell junction, tight junction {ECO:0000250|UniProtKB:P56857}. Cell membrane {ECO:0000250|UniProtKB:P56857}; Multi-pass membrane protein {ECO:0000255}. Note=Localizes to tight junctions in epithelial cells. {ECO:0000250|UniProtKB:P56857}.; SUBCELLULAR LOCATION: [Isoform A1]: Cell junction, tight junction {ECO:0000250|UniProtKB:P56857}.; SUBCELLULAR LOCATION: [Isoform A2]: Cell junction, tight junction {ECO:0000250|UniProtKB:P56857}. Lateral cell membrane {ECO:0000250|UniProtKB:P56857}.
P57739	CLDN2 PSEC0059 SP82 UNQ705/PRO1356	Claudin-2 (SP82)	SUBCELLULAR LOCATION: Cell junction, tight junction {ECO:0000269|PubMed:20460438}. Cell membrane {ECO:0000250|UniProtKB:O88552}; Multi-pass membrane protein {ECO:0000255}.
P57789	KCNK10 TREK2	Potassium channel subfamily K member 10 (Outward rectifying potassium channel protein TREK-2) (TREK-2 K(+) channel subunit)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q8BUW1}; Multi-pass membrane protein {ECO:0000255}.
P58400	NRXN1	Neurexin-1-beta (Neurexin I-beta)	SUBCELLULAR LOCATION: Presynaptic cell membrane {ECO:0000250|UniProtKB:P0DI97}; Single-pass type I membrane protein {ECO:0000255}.
P58401	NRXN2	Neurexin-2-beta (Neurexin II-beta)	SUBCELLULAR LOCATION: Presynaptic cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000255}.
P59901	LILRA4 ILT7	Leukocyte immunoglobulin-like receptor subfamily A member 4 (CD85 antigen-like family member G) (Immunoglobulin-like transcript 7) (ILT-7) (CD antigen CD85g)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:16735691, ECO:0000269|PubMed:19564354, ECO:0000269|PubMed:24586760, ECO:0000269|PubMed:26172439}; Single-pass type I membrane protein {ECO:0000305|PubMed:16735691, ECO:0000305|PubMed:19564354, ECO:0000305|PubMed:24586760, ECO:0000305|PubMed:26172439}.
P78334	GABRE	Gamma-aminobutyric acid receptor subunit epsilon (GABA(A) receptor subunit epsilon) (GABAAR subunit epsilon)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein {ECO:0000255}. Postsynaptic cell membrane; Multi-pass membrane protein {ECO:0000255}.
P78423	CX3CL1 FKN NTT SCYD1 A-152E5.2	Fractalkine (C-X3-C motif chemokine 1) (CX3C membrane-anchored chemokine) (Neurotactin) (Small-inducible cytokine D1) [Cleaved into: Processed fractalkine]	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:9024663}; Single-pass type I membrane protein {ECO:0000255}.; SUBCELLULAR LOCATION: [Processed fractalkine]: Secreted {ECO:0000269|PubMed:9024663}.
Q01453	PMP22 GAS3	Peripheral myelin protein 22 (PMP-22) (Growth arrest-specific protein 3) (GAS-3)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:21827951}; Multi-pass membrane protein {ECO:0000269|PubMed:21827951}.
Q01638	IL1RL1 DER4 ST2 T1	Interleukin-1 receptor-like 1 (EC 3.2.2.6) (Protein ST2)	SUBCELLULAR LOCATION: [Isoform C]: Cell membrane.; SUBCELLULAR LOCATION: [Isoform B]: Secreted.; SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:11478810}; Single-pass type I membrane protein {ECO:0000269|PubMed:11478810}.
Q02643	GHRHR	Growth hormone-releasing hormone receptor (GHRH receptor) (Growth hormone-releasing factor receptor) (GRF receptor) (GRFR)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q05901	CHRNB3	Neuronal acetylcholine receptor subunit beta-3	SUBCELLULAR LOCATION: Synaptic cell membrane {ECO:0000250|UniProtKB:O70174}; Multi-pass membrane protein {ECO:0000255}. Cell membrane {ECO:0000250|UniProtKB:O70174}; Multi-pass membrane protein {ECO:0000255}.
Q07837	SLC3A1 NBAT	Amino acid transporter heavy chain SLC3A1 (D2h) (Neutral and basic amino acid transport protein) (NBAT) (Solute carrier family 3 member 1) (b(0,+)-type amino acid transporter-related heavy chain) (rBAT)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:12167606, ECO:0000269|PubMed:32817565}; Single-pass type II membrane protein {ECO:0000255}. Apical cell membrane {ECO:0000250|UniProtKB:Q91WV7}; Single-pass type II membrane protein {ECO:0000255}.
Q08357	SLC20A2 GLVR2 PIT2	Sodium-dependent phosphate transporter 2 (Gibbon ape leukemia virus receptor 2) (GLVR-2) (Phosphate transporter 2) (PiT-2) (Pit2) (hPit2) (Solute carrier family 20 member 2)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:28722801, ECO:0000269|PubMed:30704756, ECO:0000269|PubMed:9151850}; Multi-pass membrane protein {ECO:0000269|PubMed:9151850}. Apical cell membrane {ECO:0000250|UniProtKB:Q63488}; Multi-pass membrane protein {ECO:0000255}.
Q08722	CD47 MER6	Leukocyte surface antigen CD47 (Antigenic surface determinant protein OA3) (Integrin-associated protein) (IAP) (Protein MER6) (CD antigen CD47)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:39121194, ECO:0000269|PubMed:7691831}; Multi-pass membrane protein {ECO:0000269|PubMed:7691831}.
Q0VD83	APOBR APOB48R	Apolipoprotein B receptor (Apolipoprotein B-100 receptor) (Apolipoprotein B-48 receptor) (Apolipoprotein B48 receptor) (apoB-48R)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:10191299, ECO:0000269|PubMed:7619811}; Peripheral membrane protein {ECO:0000269|PubMed:10191299, ECO:0000269|PubMed:7619811}. Note=Binds monocyte-macrophage membrane. Thought to be anchored in the membrane through an interaction with an integral membrane protein.
Q12809	KCNH2 ERG ERG1 HERG	Voltage-gated inwardly rectifying potassium channel KCNH2 (Eag homolog) (Ether-a-go-go-related gene potassium channel 1) (ERG-1) (Eag-related protein 1) (Ether-a-go-go-related protein 1) (H-ERG) (hERG-1) (hERG1) (Potassium voltage-gated channel subfamily H member 2) (Voltage-gated potassium channel subunit Kv11.1)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:10753933, ECO:0000269|PubMed:18559421, ECO:0000269|PubMed:19412172, ECO:0000269|PubMed:26363003}; Multi-pass membrane protein {ECO:0000269|PubMed:18559421, ECO:0000269|PubMed:19412172}.
Q12846	STX4 STX4A	Syntaxin-4 (Renal carcinoma antigen NY-REN-31)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q08850}; Single-pass type IV membrane protein {ECO:0000305}. Cell projection, neuron projection {ECO:0000250|UniProtKB:Q08850}. Cell projection, stereocilium {ECO:0000250|UniProtKB:P70452}. Note=Localizes to neurite tips in neuronal cells. {ECO:0000250|UniProtKB:Q08850}.
Q13507	TRPC3 TRP3	Short transient receptor potential channel 3 (TrpC3) (Transient receptor protein 3) (TRP-3) (hTrp-3) (hTrp3)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:25477146}; Multi-pass membrane protein {ECO:0000255}.
Q13733	ATP1A4 ATP1AL2	Sodium/potassium-transporting ATPase subunit alpha-4 (Na(+)/K(+) ATPase alpha-4 subunit) (EC 7.2.2.13) (Sodium pump subunit alpha-4)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:16175638}; Multi-pass membrane protein {ECO:0000269|PubMed:16175638}. Note=In mature sperm, located in the principle piece of the sperm flagellum.
Q13936	CACNA1C CACH2 CACN2 CACNL1A1 CCHL1A1	Voltage-dependent L-type calcium channel subunit alpha-1C (Calcium channel, L type, alpha-1 polypeptide, isoform 1, cardiac muscle) (Voltage-gated calcium channel subunit alpha Cav1.2)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:11741969, ECO:0000269|PubMed:12176756, ECO:0000269|PubMed:12181424, ECO:0000269|PubMed:15454078, ECO:0000269|PubMed:15863612, ECO:0000269|PubMed:16299511, ECO:0000269|PubMed:17071743, ECO:0000269|PubMed:17224476, ECO:0000269|PubMed:20953164, ECO:0000269|PubMed:24728418, ECO:0000269|PubMed:26253506, ECO:0000269|PubMed:27218670, ECO:0000269|PubMed:29078335, ECO:0000269|PubMed:29742403, ECO:0000269|PubMed:7737988, ECO:0000269|PubMed:8099908, ECO:0000269|PubMed:8392192, ECO:0000269|PubMed:9013606, ECO:0000269|PubMed:9087614, ECO:0000269|PubMed:9607315}; Multi-pass membrane protein {ECO:0000305}. Cell membrane, sarcolemma {ECO:0000250|UniProtKB:P15381}; Multi-pass membrane protein {ECO:0000305}. Perikaryon {ECO:0000250|UniProtKB:P22002}. Postsynaptic density membrane {ECO:0000250|UniProtKB:P22002}. Cell projection, dendrite {ECO:0000250|UniProtKB:P22002}. Cell membrane, sarcolemma, T-tubule {ECO:0000250|UniProtKB:Q01815}. Note=Colocalizes with ryanodine receptors in distinct clusters at the junctional membrane, where the sarcolemma and the sarcoplasmic reticulum are in close contact. The interaction between RRAD and CACNB2 promotes the expression of CACNA1C at the cell membrane. {ECO:0000250|UniProtKB:P15381}.
Q14002	CEACAM7 CGM2	Cell adhesion molecule CEACAM7 (Carcinoembryonic antigen CGM2) (Carcinoembryonic antigen-related cell adhesion molecule 7) (CEA cell adhesion molecule 7)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Lipid-anchor, GPI-anchor {ECO:0000305}. Apical cell membrane {ECO:0000269|PubMed:10436421}. Note=Localized to the apical glycocalyx surface. {ECO:0000269|PubMed:10436421}.
Q14254	FLOT2 ESA1 M17S1	Flotillin-2 (Epidermal surface antigen) (ESA) (Membrane component chromosome 17 surface marker 1)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:20682791}; Peripheral membrane protein {ECO:0000269|PubMed:20682791}. Membrane, caveola {ECO:0000269|PubMed:20682791}; Peripheral membrane protein {ECO:0000269|PubMed:20682791}. Endosome {ECO:0000269|PubMed:20682791}. Membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}. Note=Membrane-associated protein of caveolae.
Q14642	INPP5A 5PTASE	Inositol polyphosphate-5-phosphatase A (EC 3.1.3.56) (43 kDa inositol polyphosphate 5-phosphatase) (Type I inositol 1,4,5-trisphosphate 5-phosphatase) (5PTase)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:8626616, ECO:0000305|PubMed:8006039}; Lipid-anchor {ECO:0000269|PubMed:8626616, ECO:0000305}. Cell projection, dendrite {ECO:0000250|UniProtKB:Q7TNC9}.
Q14714	SSPN KRAG	Sarcospan (K-ras oncogene-associated protein) (Kirsten-ras-associated protein)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Cell membrane, sarcolemma {ECO:0000250}. Postsynaptic cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Note=Also found in myotendinous junctions and in the postsynaptic membrane of neuromuscular junctions. {ECO:0000250}.
